count,transcriptConsumer,classification,category,labels,transcriptConsumer_en,label,score
139,"היי, אשמח לקבל מידע על אפשרויות להגשת תלונה על מקרה ישן נושן.. אני מתקשה להרים טלפון ולשאול, אבל אולי ככה יהיה קל יותר...
לא בטוחה אם הבנתי נכון באיזו משבצת הסיפור שלי יושב (ובהתאם מה אומר חוק ההתיישנות).
הפוגע הוא בן-דוד שלי (נחשב גילוי עריות?) שהיה בעצמו קטין (סביבות גילאי 17-16) בזמן הפגיעה.
אני הייתי בערך בת 5-6 ומאז עברו 22 שנה.
לפני כמה שנים התעמתתי איתו והוא הודה במעשים אבל לא עשיתי עם זה כלום מאז..
הייתי שמחה לדעת אם יש בכלל פתח לתלונה במשטרה / תביעה אזרחית או שמאוחר מידי?
תודה מראש.
כן
אשמח
תודה ענת
יודעת, לוקחת את זה בחשבון וגם מוקפת בסביבה תומכת (ובטיפול)
פשוט לא יודעת אם זו בכלל אפשרות שעדיין קיימת
אוקיי, נשמע חשוב..
מה כןלל בעצם ליווי כזה?
אשמח. מניחה שתא הכי קרוב אליי
בסדר גמור
שירי 0509050441
ותודה רבה
תודה רבה ",2.0,Information,2,"Hi, I would like to receive information about options for filing a complaint about an old, old case.. I have a hard time picking up the phone and asking, but maybe that way it will be easier...
Not sure if I understood correctly in which slot my story sits (and depending on what the statute of limitations says).
The abuser is my cousin (is it considered incest?) who was himself a minor (around the age of 16-17) at the time of the abuse.
I was about 5-6 years old and 22 years have passed since then.
A few years ago I confronted him and he confessed to the actions, but I haven't done anything about it since..
I would be happy to know if there is even an opening for a police complaint / civil lawsuit or is it too late?
Thanks in advance.
Yes
I'd be happy
Thank you Anat
knows, takes it into account and is also surrounded by a supportive environment (and treatment)
I just don't know if it's even up A service that still exists
Ok, sounds important..
What exactly is such an escort?
I'd be happy. Guess the cabin closest to me
Fine
Shiri 0509050441
and thanks a lot
Thank you",Emotional Assistance,0.5080379843711853
98,"שלום
כן
שלום נפגעתי מינית בעבר ואני לא מצליחה להרפות
פחד חרדה
אשמה שיכלתי לעשות אחרת
נכון
זה מאוד מפחיד לסמוך על אנשים
לא משנה מה מין שלהם
אני לא יודעת מה לעשות אני רוצה פתרון רוצה להרגיש בטוחה שוב
נכון
מעט מאוד
עם מי לדבר
זה קשה לתת אמון
אוקיי
אוקיי 
על מה לדבר? אני לא מבינה.
עברתי כמה בחיים שלי
זה מפחיד לסמוך על אנשים במיוחד גברים
אני לא יודעת אם אפשר לסמוך עליהם
שלא יזלזלו בי
לא רק
שלא יקחו אותי ברצינות
נכון
נכון
אולי באמת אבל מי
הבנתי תודה
תודה רבה 
המשך יום טוב",1.0,Emotional Assistance,1,"Hello
Yes
Hello, I've been sexually assaulted in the past and I can't let go
fear anxiety
Guilt I could have done otherwise
Right
It's very scary to trust people
No matter what their gender is
I don't know what to do, I want a solution, I want to feel safe again
Right
very few
who to talk to
It's hard to trust
OK
OK
What to talk about? I do not understand.
I've been through a few in my life
It's scary to trust people especially men
I don't know if they can be trusted
Don't be disrespected
Not only
Don't take me seriously
Right
Right
Maybe really but who
I understood, thank you
Thank you
have a good day",Emotional Assistance,0.48868849873542786
230,"היי
שלום
תודה רבה
אני לא הכי יודע איך להתחיל 
פשוט חווה הרבה סביב הנושא הזה בזמן האחרון ויש משהו שממש מכביד עליי כבר הרבה מאוד זמן שאני שומר בפנים
חוויתי מספר תקיפות מיניות לאורך החיים (חלקם אני די הובלתי אליהם) אבל הכל גוש במוח שלי ואני לא בהכרח זוכר אותם ואני לא בטוח אם מה שאני זוכר זה נכון
אבל כן בשנים האחרונות התחלתי לפנטז אותם כאילו זה פנטזיה, על אירועים שקרו או יכלו לקרות, אמרו לי שזה נורמלי אבל זה מרגיש כל כך רע ומוזר ובכל זאת אני לא יכול להפסיק
אני הן אדם מכור גם וזה גבולי מרגיש כמו להשתמש
קשה לי עם עצמי 
אני מפנטז על דברים נוראים שקרו או יכלו לקרות
לרוב אני גם ממש רוצה לערב לתוך זה סמים שוב ומפנטז על כל החוויה של התקיפה ולהיות מסטול/שיכור שוב
ומשהו בי כל כך רוצה ומתגעגע לזה וחלק אחר בי נגעל ואני מרגיש כל כך רע עם זה ובעיקר אחרי זה
כן
שנים
אבל אני עדיין בתוך זה
מטפל אחד אמר שאולי אני פשוט אוהב את זה, מטפלת אחרת אמרה לי פשוט להפסיק ולמצוא משהו אחר לעשות..
אף אחד לא לוקח גם את ההתמכרויות שלי ברצינות 
אני מרגיש שהם קשורים
היה שלישי
היה רביעי 
היו לי הרבה 
פשוט אף אחד לא לוקח את זה ברצינות ולא מבין
זה פשוט מייאש וזה גורם לי להרגיש יותר לבד כל פעם שאני מחפש עזרה וזה התשובה שנותנים לי",1.0,Emotional Assistance,1,"Hey
Hello
Thank you
I don't really know how to start
Just been experiencing a lot around this topic lately and there is something that has really been weighing on me for a very long time that I have been keeping inside
I have experienced a number of sexual assaults throughout my life (some of them I was rather led to) but it's all a lump in my brain and I don't necessarily remember them and I'm not sure if what I remember is true
But yes, in the last few years I started to fantasize them as if it were a fantasy, about events that happened or could happen, I was told it's normal but it feels so bad and strange and yet I can't stop
I am both an addicted person as well and this borderline feels like using
I have a hard time with myself
I fantasize about horrible things that happened or could happen
Most of the time I also really want to involve in it cm Seas again and fantasizes about the whole experience of the attack and being stoned/drunk again
And something in me so wants and misses it and another part of me is disgusted and I feel so bad about it and especially after it
Yes
years
But I'm still in it
One therapist said maybe I just like it, another therapist told me to just stop and find something else to do..
No one takes my addictions seriously either
I feel they are related
was third
It was Wednesday
I had a lot
Simply no one takes it seriously and does not understand
It's just discouraging and it makes me feel more alone every time I look for help and this is the answer they give me",Emotional Assistance,0.648472785949707
90,"הוא תבע אותי כפעולת נקמה על כך שהגשתי נגדו תלונה במשטרה ודיווחתי לעירייה על חריגות הבנייה
שלום
אני צריכה תמיכה וסיוע נפשי
כן
אני לא מצליחה להמשיך להעניק לילדים כשאני שבר כלי
אני זקוקה לשיחות ועזרה
יש לי עיקול בבנקים 
וקשה לי
נכון וזה רק בקצרה
כן
קרובי משפחה אבל הם יותר שופטים או עוקצים
פחות מתחשבים
כולם רגילים שאני עוזרת לכולם ואין אף אחד שיכול לעזור לי
מאוד
אני זקוקה לשיחות
ותמיכה
פסיכולוג
קופת חולים
לגבי עובדת סוציאלית 
נרשמתי להמתנה בתור ועד עכשיו אין קול ואין התייחסות
למי פונים
",1.0,Emotional Assistance,1,"He sued me as an act of revenge for the fact that I filed a police complaint against him and reported the construction irregularities to the municipality
Hello
I need support and mental assistance
Yes
I can't keep giving to the children when I break a tool
I need calls and help
I have a bank lien
And it's hard for me
True and only briefly
Yes
Relatives but they are more judgmental or stingy
less considerate
Everyone is used to me helping everyone and no one can help me
is very
I need calls
and support
psychologist
HMO
Regarding a social worker
I signed up to wait in line and until now there is no sound and no reference
Who do you contact?",not relevant,0.44281211495399475
256,"הי
הי
מה שמך
את רואה את המספר שלי?
אני לא רוצה שתתקשרי למשטרה
אני במיטה שלושה חודשים ולא בא לי לחיות יותר ככה
לא בא לי לחיות יותר
היום התקשרתי למרפאה והאחות שלחה אותי לבית חולים בגלל האובדנות
ואני לא מגיעה לבית חולים הזה כי התעללו בי ועדיין
והשיחה התנתקה ולאף אחד לא מעניין אם אני בסדר או לא
כן
זה מרגיש כמו בעבר
ולא רוצה להרגיש ככה
כן
אם אתאבד הם לא ידעו היום
אף אחד
עד יום חמישי
כן
לא
כי את נעלמת
תמיד אני הולכת לגשר ויושבת בצד השני עד שכולם מתחילים להפריע
כאילו רוצים להציל נפש מתה
ואז שוב כולם נעלמים
בצד השני אין רעש
זה נעים
כי אין אף אחד שם
רק אני לבד עם הריק הזה
זה מרגיש אמיתי כי אין אף אחד שיכול להתעלם
כן
מאלה שאמורים לשמור עלי
קשה לי להוזיז את הגוף מרוב השכיבה וכולם שמעו ואף אחד לא התייחס
מעבירים אותי מיד ליד כמו כדור חרא שאף אחד לא רוצה אותו, נגעלים כנראה
הם דוחפים אותי לפינת ההתאבדות
מוות לבן
עוד אחת שלא שרדה
מטרה של היטלר
להשמיד את החלש
סובלת מptsd מורכבת
מטופלת בבריאות הנפש בנתניה
והייתי שנה וחצי בשלוותה
סובלת מdid
דמויות ששולטות על הגוף ולי כבר אין כוח
לאאא
היו זורקים אותי החוצה בכוח בגלל התפרצויות
שהם נגרמו לי
אני לא מחכה כבר שום דבר מאף אחד
אני סיימתי פה
אני חושבת לפעמים לא אהיה כמו אלה בשואה שחיכו לעזרה ובסוף מתו בצער
מחכים שמישהו יסתכל
יש מערכת והיא מורכבת במטפלים שאמורים להקל עלי מסבל וקרה ההפך
אני אקח תרופה ואלך לישון",4.0,High Risk,3,"Hi
Hi
What is your name
do you see my number
I don't want you to call the police
I've been in bed for three months and I don't want to live like this anymore
I don't want to live anymore
Today I called the clinic and the nurse sent me to the hospital because of the suicidality
And I don't come to this hospital because I was mistreated and still am
And the call was disconnected and no one cares if I'm fine or not
Yes
It feels like the past
And don't want to feel that way
Yes
If I kill myself they won't know today
nobody
until Thursday
Yes
No
because you disappear
I always go to the bridge and sit on the other side until everyone starts getting in the way
as if they want to save a dead soul
Then again they all disappear
On the other side there is no noise
It is nice
Because there is no one there
Just me alone with this void
It feels real because there is no one who can be ignored
Yes
from those who are supposed to guard me
It's hard for me to move my body from lying down a lot and everyone heard and no one commented
They pass me around like a ball of shit that no one wants, probably disgusted
They push me to the suicide corner
white death
Another one that didn't survive
Hitler's goal
destroy the weak
Suffers from complex ptsd
Mental health patient in Netanya
And I was at peace for a year and a half
suffering from did
Figures that control the body and I no longer have the strength
Nah
I would be thrown out by force because of outbursts
that they were caused to me
I don't expect anything from anyone anymore
I'm done here
I think sometimes I won't be like those in the Holocaust who waited for help and in the end died in sorrow
Waiting for someone to look
There is a system and it consists of therapists as mentioned Sea to relieve me of suffering and the opposite happened
I will take medicine and go to sleep",Emotional Assistance,0.6121710538864136
37,"שלום רב
אני זקוקה להמלצה על מטפלת מנוסה כולל emdr לבת 13.5 (עולה לכיתה ט׳) המתמודדת עם פוסט טראומה על רקע פגיעה מינית.
באיזור הרצליה רעננה רמת השרון
אפשר גם תל אביב צפון והוד השרון
תודה רבה!",3.0,Information,2,"Greetings
I need a recommendation for an experienced therapist including emdr for a 13.5 year old (entering the 9th grade) who is dealing with post trauma due to sexual abuse.
In the Herzliya area Ramat Hasharon is refreshing
Tel Aviv North and Hod Hasharon are also possible
Thank you!",not relevant,0.8485782146453857
10,היי רציתי לדעת אם אפשר לדבר איתכם כשאני בזמן חרדה,0.0,not relevant,0,Hi I wanted to know if it is possible to talk to you when I am in a time of anxiety,not relevant,0.7133960127830505
42,"היי אשמח להתייעץ :)
היי, קרו לי שני מקרים בעבודה מול המנהל שלי, דיבר איתי עם רמיזות מיניות וזה גורם לי להרגיש לא בנוח לעבוד איתו
אשמח לדעת אם יש מה לעשות עם זה
אני עובדת במסעדה ואין אצלנו מישהי כזאת :(",2.0,Information,2,"Hi, I'd love to consult :)
Hi, I had two incidents at work with my manager, he spoke to me with sexual innuendos and it makes me feel uncomfortable working with him
I would love to know if there is anything to be done about it
I work in a restaurant and we don't have someone like that :(",not relevant,0.7167622447013855
101,"היי
אני לא יודעת מה קורה לי
מה קורה לגוף שלי
אני כל פעם עושה טעיות ולא לומדת
אני והפה הגדול שלי
כוס אמא שלי
טעות הכי גדולה שלי בחיים האלה שאני קיימת
אני חייבת לשמור על הפה שלי ולעשות ולהתמודד עם דברים בלי לספר
נכון אבל עכשיו אני עושה זאת כמו גדולה
לאאאאאאאא
אין אף  אחד
גם אני לא רוצה אף אחד אין אמונה באף אחד 
הכי טוב להיות לבד בדד כמו כלבה הכי טוב והכי נכון
עזבי סליחה שאני מוציאה עליך הכל
הכי טוב לשמור על זכות השתיקה וזהו
ברור
לא רוצה
צודקת
לא משנה הכל בסדר
הכל טוב",6.0,High Risk,3,"Hey
I don't know what's happening to me
what is happening to my body
I always make mistakes and don't learn
Me and my big mouth
my mother's cup
My biggest mistake in this life that I exist
I have to keep my mouth shut and do and deal with things without telling
True, but now I do it like a grown-up
Naaaaaaaaa
There is no one
I don't want anyone either, I don't have faith in anyone
It's best to be alone, lonely like a bitch, the best and the truest
I'm sorry I'm taking it all out on you
It's best to keep the right to remain silent and that's it
Obviously
Do not want
you are right
no matter everything is fine
All is well",not relevant,0.43602028489112854
1,שלום,0.0,not relevant,0,Hello,not relevant,0.909174919128418
7,"כן, אני אכתוב לה, מה השם שלה?",0.0,not relevant,0,"Yes, I will write to her, what is her name?",not relevant,0.7242207527160645
86,"סליחה אפשר לשוחח /?
כן
כן
אני מרגישה שאני לא מתפקדת 
יש לי דיכאונות פתאום התפרצויות זעם בכי 
אני משוטטת ברחוב ובוכה בלילות
אני מבקשת עזרה בשיחות
יש לי תינוקת בת 7 חודשים ועוד 4 ילדים 
שתי בנות בהריון אחת מהן קטינה
אין לי עזרה
ואני מתמודדת עם אונס אכזרי שחוויתי פוסט טראומה
יש לי פלאשבקים
שתי בנות בהריון לא תיפקדתי כאמא בכלל 
בן אחד ישב במעצר כמעט שנה 
ואני לא יודעת מאיפה אני מתחילה 
לשקם את הבית 
כולם על גבי 
האנס הגיש נכדי תביעה כספית",1.0,Emotional Assistance,1,"sorry can we chat /?
Yes
Yes
I feel like I'm not functioning
I have sudden depressions, outbursts of anger and crying
I wander the street and cry at night
I am asking for help with conversations
I have a 7 month old baby girl and 4 other children
Two daughters are pregnant, one of them is a minor
I have no help
And I'm dealing with a brutal rape that I experienced post-trauma
I have flashbacks
Two pregnant daughters I did not function as a mother at all
One son was in detention for almost a year
And I don't know where to start
restore the house
Everyone is on me
The rapist filed a financial claim with his grandson",Emotional Assistance,0.5591194033622742
1,,0.0,not relevant,0,,,
2,"ניסיון
לא",0.0,not relevant,0,"Experience
No",not relevant,0.8192379474639893
2,"שלום
לא",0.0,not relevant,0,"Hello
No",not relevant,0.8799072504043579
1,,0.0,not relevant,0,,,
15,"היי
כן
אני רוצה להגיש תלונה ביום במגרש הרוסים
מי יכול ללוות אותי
אוקי תודה",2.0,Information,2,"Hey
Yes
I want to file a complaint on the day of the Russian court
who can accompany me
Ok thank you",not relevant,0.7288098335266113
47,"שלום, בטלפון 1203 יש הודעה הלקוח אינו יכול לקבל את שיחתכם - כך היה גם אתמול וגם היום. איך אפשר ליצור איתם קשר????
כן
שלום, בטלפון 1203 יש הודעה הלקוח אינו יכול לקבל את שיחתכם - כך היה גם אתמול וגם היום. איך אפשר ליצור איתם קשר????",0.0,not relevant,0,"Hello, on phone 1203 there is a message that the customer cannot receive your call - this was the case both yesterday and today. How can I contact them????
Yes
Hello, on phone 1203 there is a message that the customer cannot receive your call - this was the case both yesterday and today. How can I contact them????",not relevant,0.8217688202857971
46,"היי הפנו אותי מחברים מקשיבים
כן
היי
אני ממש נפגעת מכל דבר ובמיוחד שמעליבים אותי פה במשפחה
אשמח לעצות איך לא להיעלב ולפתח חוסן במיוחד פה במשפחה?
בלי הסימן שאלה
לא
האמת רציתי יותר לפרוק ולא להגיע לזה.. זה קצת חרטה בעיני הייתי בזה
אבל תודה",1.0,Emotional Assistance,1,"Hi I was referred by listening friends
Yes
Hey
I am really hurt by everything, especially when I am insulted here in the family
I would be happy to give advice on how not to be offended and to develop resilience, especially here in the family?
without the question mark
No
The truth is, I wanted more to vent and not get to it.. It's a bit of a regret in my opinion, I was in it
but thanks",not relevant,0.7917208671569824
2,טוב בי,0.0,not relevant,0,fine bye,not relevant,0.8692497611045837
281,"בוקר טוב
אני חרא של בן אדם 
אני זבל 
אני דפוקה 
אני אפס
אני אלכוהלסתית מסריחה
לא קשה לי ולא נעליים
אלה מילים עדינות
זאת לא אמירה ולא נעליים זה מה שאני ואני רגילה לזה 
ויש עוד הרבה דברים שאני
לא קשה לי ולא נעליים החיים שלי תותים דבש סילן
סילאן
עזבי כל פעם אני עושה טעיות
מה אני יספר לך כמה שאני אלכוהלסתית 
כמה שאני חסרת ביטחון 
כמה שאני בום והמארץ
כמה שאני עם בעיות
כמה שאני חולת נפש
ממש לא
שכל החיים שלי הם טעות אחת גדולה
אני יודעת דבר אחד
נולדתי בסבל ימות בסבל
כל החיים שלי זה רק באשמתי בלבד
אני גם יודעת מה יהיה המשך
אין לי אף אחד המשפחה שלי עשתה עלי חראם 
לא היה לי ולא היו לי חברות אז אני עם עצמי וטוב שככה
כלום ושום דבר
אין שום אופטימיות אצלי זהו אני הרמתי ידיים 
לא אכפת לי כבר
עדיף שלא תידעי
כי גם אלוהים לא יכול לשמוע אותי ולעזור לי
אל תגידו סתם כי זה לא באמת נכון
כמו שאמרתי לך כם אלוהים לא יכול לעזור לי עכשיו
עזבי בואי נסיים את השיחה הזאת עדיף גם לי וגם לך
כי אני מרגישה שאני מתחילה להגיד דברים שאני יצטער אחר כך אני מעדיפה לשמור את זה לעצמי
טוב
עם הוא היה חושב עלי הוא לא היה נותן לי להגיע איםה שאני עכשיו
ואל תגידי לי שהוא מנעשה אותי
ושהוא מנעשה כמה כוחות יש לי
אין שום תקווה
ואין שום עזרה אף אחד לא מוכן לעזור לי 
עם היו אנשים שיכולים לעזור לי לא הייתי מגיעה למצבים האלה
לא אין ולא היה
אני אומרת לך את זה לא סתם
אין רצון ואין כוח ואין תקווה ואין שום דבר 
יותר מזה אני לא רוצה זהו.....",1.0,Emotional Assistance,1,"Good Morning
I'm a piece of shit
i'm trash
I'm fucked
I am zero
I'm a stinking alcoholic
It's not hard for me and I don't have shoes
These are gentle words
It's not a statement and it's not shoes, it's what I am and I'm used to it
And there are many other things that I am
It's not difficult for me, nor are my shoes, my life is full of silan honey
Date Honey
Leave every time I make mistakes
What can I tell you how much of an alcoholic I am?
How insecure I am
As much as I am a boomer and the country
As much as I have problems
How sick I am
Definately not
That my whole life is one big mistake
I know one thing
I was born in suffering and will die in suffering
My whole life is only my fault
I also know what will happen next
I don't have anyone, my family made me haram
I don't have and haven't had girlfriends so I'm on my own And it's good that it is so
Nothing and nothing
I have no optimism, that's it, I raised my hands
I don't care anymore
It's better you don't know
Because not even God can hear me and help me
Don't just say that because it's not really true
Like I told you, God can't help me now
Leave, let's end this conversation, it's better for both you and me
Because I feel like I'm starting to say things that I'll regret later, I prefer to keep it to myself
Good
If he had thought about me, he would not have let me get to where I am now
And don't tell me he's making me
And that it becomes how much power I have
There is no hope
And there is no help, no one is willing to help me
If there were people who could help me, I wouldn't have gotten into these situations
No there isn't and wasn't I'm not telling you this for nothing
There is no will and no strength and no hope and nothing
I don't want more than that...",Emotional Assistance,0.6287997961044312
